"Business_ID","Name","Address","City","Latitude","Longitude","Grade"
"PR0092037","ELENTONE","18570 142ND AVE NE","WOODINVILLE","47.7622235","-122.1498264","1"
"PR0002392","ELEPHANT & CASTLE RESTAURANT","1415 5TH AVE ","Seattle","47.6101239801","-122.3354561961","1"
"PR0003023","EL FAROL MEXICAN RESTAURANT","1467 E REPUBLICAN ST","Seattle","47.6229684677","-122.3128866097","1"
"PR0091782","EL FEDERALES","8032 FALLS AVE SE UNIT A","Snoqualmie","47.52872","-121.8241","2"
"PR0020719","EL FOGON CORA MEXICAN RESTAURANT LLC","21240 84TH AVE S ","KENT","47.4105736925","-122.2273719047","2"
"PR0084861","EL GALLITO MEXICAN FOOD TRUCK (KC147)","10545 SE CARR RD SE","RENTON","47.38106189","-122.2860207","2"
"PR0004144","EL GALLITO RESTAURANT","1700 20TH AVE ","Seattle","47.6175679836","-122.3059148169","1"
"PR0077519","EL GAUCHO","450 108th AVE NE","BELLEVUE","47.6158457728","-122.1943580472","2"
"PR0092952","EL GAUCHO BELLEVUE - COFFEE BAR","450 108TH AVE NE","BELLEVUE","47.61472284","-122.1959363","1"
"PR0089285","EL GAUCHO SEATTLE LLC","2200 WESTERN AVE STE 101","SEATTLE","47.61229998","-122.34610824","1"
"PR0091685","EL GORDO","456 SW MT SI BL C1","NORTH BEND","47.45128558","-122.25652804","2"
"PR0088886","EL GRAN TACO","10230 16TH AVE SW","SEATTLE","47.40297","-122.32411","3"
"PR0017019","EL GRAN TACO","10230 16TH AVE SW ","SEATTLE","47.5109214243","-122.3547940545","2"
"PR0084114","EL GRAN TACO 2","10230 16th AVE SW","SEATTLE","47.62430553","-122.16964299","2"
"PR0088805","EL GRAN TACO #3 (KC939)","10230 16TH AVE SW","SEATTLE","47.55167134","-122.36272184","3"
"PR0087110","EL GRITO","234 FAIRVIEW AVE N","SEATTLE","47.62069796","-122.33406229","2"
"PR0029491","EL HERRADERO MEXICAN RESTAURANT LLC","8709 14TH AVE S","SEATTLE","47.5252478223","-122.3152125124","2"
"PR0086904","EL HUARACHE LOCO","10214 SE 240TH ST STE #D","KENT","47.38761019","-122.20402679","3"
"PR0087604","EL HUARACHE LOCO - KC628","10214 SE 240TH ST STE D","KENT","47.47885","-122.20702","2"
"PR0022986","ELIPS LLC DBA PHO WORLD","17823 108TH AVE SE","RENTON","47.4431723695","-122.1971742432","2"
"PR0055067","EL KIOSKO 1 LLC","526 S 2ND ST ","Renton","47.4813908304","-122.2094134071","1"
"PR0071383","EL KIOSKO 3 LLC","8819 14TH AVE S","SEATTLE","47.5241399623","-122.3153236067","1"
"PR0088731","EL KOREANO  KC882","15665 NELSON PL S STE B","TUKWILA","47.49849","-122.18133","2"
"PR0076519","ELLIOTT BAY BREWHOUSE AND PUB","255 SW 152ND ST ","BURIEN","47.4665906802","-122.3388300781","2"
"PR0082044","ELLIOTT BAY BREWING CO","12535 LAKE CITY WAY NE","SEATTLE","47.720367","-122.29493644","2"
"PR0027194","ELLIOTT BAY BREWING CO","4720 CALIFORNIA AVE SW ","Seattle","47.5603981008","-122.3865634983","2"
"PR0002749","ELLIOTT SHELL FOOD MART","630 ELLIOTT AVE W ","Seattle","47.6255633648","-122.3664932954","2"
"PR0004147","ELLIOTT'S OYSTER HOUSE","1201 ALASKAN WAY PIER 56","SEATTLE","47.60542","-122.34041","1"
"PR0085665","EL LUGAR","606 E PINE ST","SEATTLE","47.61540474","-122.32388764","1"
"PR0081778","EL MAESTRO DEL TACO","4727 CALIFORNIA AVE SW","SEATTLE","47.56033368","-122.38699582","2"
"PR0084203","ELM COFFEE","240 2ND AVE S","SEATTLE","47.60022288","-122.33130851","2"
"PR0008711","EL MERCADO LATINO","1514 PIKE PL ","Seattle","47.609093693","-122.3408507814","2"
"PR0069804","EL MERCADO LATINO INC.","1807 HOWARD RD ","AUBURN","47.2927324214","-122.2128399616","1"
"PR0065456","EL MERCADO LATINO INC.","1807 HOWARD RD ","AUBURN","47.2927324214","-122.2128399616","1"
"PR0065457","EL MERCADO LATINO INC.","1807 HOWARD RD ","AUBURN","47.2927324214","-122.2128399616","2"
"PR0021052","ELMER'S BAR & GRILL","15027 AMBAUM BL SW ","BURIEN","47.467804796","-122.3459279698","1"
"PR0048788","EL MEZCALITO","2123 QUEEN ANNE AVE N ","Seattle","47.6377783742","-122.3571789783","2"
"PR0082280","EL MIRADOR","1841 S 120TH ST","SEATTLE","47.5172","-122.35495","2"
"PR0002176","EL MOOSE","5242 LEARY WAY NW","SEATTLE","47.6661634085","-122.3812184085","1"
"PR0089365","EL MUCHACHO ALEGRE","111 AIRPORT WAY","RENTON","47.48470392","-122.21536832","2"
"PR0091677","El Paisano Commissary Kitchen","9625 15th AVE SW","Seattle","47.51661644","-122.35420505","2"
"PR0090337","EL PAISANO TAMALES","2012 S 320TH ST STE F","FEDERAL WAY","47.31708983","-122.30705291","2"
"PR0076572","EL PALACIO LATINO MARKET, LLC","2109 AUBURN WAY N #B","AUBURN","47.3258466956","-122.2226764707","3"
"PR0088236","EL PARCHE COLOMBIANO RESTAURANT","11740 15TH AVE NE","SEATTLE","47.71531912","-122.31208963","2"
"PR0081247","EL PARRAL","26122 PACIFIC HWY S","KENT","47.36693797","-122.30278491","2"
"PR0077124","EL PASO SUPER MARKET","11417 DES MOINES MEMORIAL DR S","TUKWILA","47.50046","-122.30624","3"
"PR0024305","EL PATIO","9710 AURORA AVE N ","SEATTLE","47.6999599964","-122.3442669089","2"
"PR0092070","EL PINGUINO CACHETON (KC900)","13622 NE 20th ST","BELLEVUE","47.57528","-122.3295","4"
"PR0091540","EL PIQUE KC1013","14445 AMBAUM BL SW","BURIEN","47.47270717","-122.34763171","3"
"PR0011484","EL PIQUE TAQUERIA","14445 AMBAUM BL SW","BURIEN","47.4727071663","-122.3476317136","3"
"PR0082717","EL PIRATA TORTAS & BURRITOS (KC200)","5608 DELRIDGE WAY SW","SEATTLE","47.55157","-122.36278","1"
"PR0089127","ELP LLC DBA CM CHICKEN","5266 UNIVERSITY WAY NE","SEATTLE","47.66829","-122.31279","1"
"PR0087038","EL  POLLO REAL #1","12449 E MARGINAL WAY S","TUKWILA","47.4909377","-122.28542912","1"
"PR0081472","EL QUETZAL","3211 BEACON AVE S","SEATTLE","47.57463925","-122.30931906","1"
"PR0029154","EL RANCHON MEXICAN RESTAURANT","3416 W MCGRAW ST ","Seattle","47.63971437","-122.4018806374","2"
"PR0089101","EL RECREO MEXICAN FOOD","2801 NE SUNSET BL STE A","RENTON","47.49991943","-122.1798832","2"
"PR0046016","EL REY PERUVIAN RESTAURANT SEATTLE","8515 14TH AVE S","Seattle","47.5268120151","-122.3151774695","2"
"PR0088132","EL RINCON DE LAS DELICIAS","30406 PACIFIC HWY S #C","FEDERAL WAY","47.32932","-122.3119","1"
"PR0088420","EL SABOR DEL TIO, LLC  (KC702)","515 S MICHIGAN ST","SEATTLE","47.54552","-122.32781","3"
"PR0070985","EL SALVADOR PUPUSERIA TITA'S","26026 PACIFIC HWY S ","KENT","47.3680474214","-122.3023782185","2"
"PR0005872","EL SENOR POLLO DE KENT","501 CENTRAL AVE N","KENT","47.3849181244","-122.2313344589","2"
"PR0085067","EL SIRENITO","5901 AIRPORT WAY S","SEATTLE","47.54998748","-122.31789344","1"
"PR0084851","ELSOM CELLARS","2960 4TH AVE S","SEATTLE","47.576261","-122.327948","1"
"PR0004512","EL SUPER POLLO","13806 1ST AVE S ","BURIEN","47.4792676107","-122.3333265862","2"
"PR0090925","EL TACO LOCO","2408 NW 80TH ST","SEATTLE","47.68697","-122.3879","3"
"PR0091601","EL TACO LOCO","2840 NW MARKET ST","SEATTLE","47.66883649","-122.39498131","1"
"PR0066447","EL TACO MAESTRO TRUCK","14820 TUKWILA INTERNATIONAL BL","TUKWILA","47.4702522664","-122.2860769562","2"
"PR0092911","El Taco Maestro Truck #2 (KC1221)","14820 TUKWILA INTERNATIONAL BL S","Tukwila","47.47012","-122.28582","1"
"PR0082381","ELTANA","3920 STONE WAY N","SEATTLE","47.65460509","-122.34214198","1"
"PR0081068","ELTANA","1538 12TH AVE #B","SEATTLE","47.61503769","-122.31659056","1"
"PR0091870","El Toreo Taqueria's","29314 PACIFIC HWY S UNIT 101B","federal way","47.33891331","-122.31163808","1"
"PR0087164","EL TOREO TIENDA Y CARNICERIA","29314 PACIFIC HWY S # 101 B","FEDERAL WAY","47.33891514","-122.31163496","2"
"PR0086603","EL TOROGOZ","2524 16TH AVE S","SEATTLE","47.58033806","-122.31132041","1"
"PR0004360","El Yano LLC","22855 PACIFIC HWY S ","DES MOINES","47.3956184536","-122.2955014645","1"
"PR0076123","ELYSIAN BREWING CO","542 1ST AVE S ","SEATTLE","47.59710906","-122.3338710945","2"
"PR0046487","ELYSIAN BREWING COMPANY","1221 E PIKE ST ","SEATTLE","47.613930231","-122.315890464","1"
"PR0047981","EMANUEL 76 ON REDMOND FALL CITY RD","23530 NE REDMOND-FALL CITY RD ","Redmond","47.6447302794","-122.0251949807","1"
"PR0091426","EMBARQUE WHISKEY GRILL","17801 INTERNATIONAL BL NS22","SEATAC","47.44828","-122.30157","1"
"PR0022777","EMBASSY SUITES BELLEVUE","3225 158TH AVE SE ","BELLEVUE","47.5811799108","-122.1342039269","3"
"PR0087134","EMBASSY SUITES - PIONEER SQUARE","255 S KING ST","SEATTLE","47.59789","-122.33103","3"
"PR0087135","EMBASSY SUITES - PIONEER SQUARE","255 S KING ST","SEATTLE","47.59789","-122.33103","1"
"PR0087136","EMBASSY SUITES - PIONEER SQUARE","255 S KING ST","SEATTLE","47.59789","-122.33103","2"
"PR0077476","EMEBET'S KITCHEN CATERING","8323 RAINIER AVE S Ste A","SEATTLE","47.724056209","-122.3486322444","1"
"PR0015175","EMERALD CITY COMEDY CLUB","210 BROADWAY E","SEATTLE","47.620301","-122.320674","2"
"PR0079699","EMERALD CITY FISH CO","3756 RAINIER AVE S #A","SEATTLE","47.570343","-122.29148","1"
"PR0090481","EMERALD CITY PIZZA dba PIZZA HUT","17833 1ST AVE S","NORMANDY PARK","47.44233411","-122.33518676","1"
"PR0092057","Emerald City Smoothie","334 1st AVE N","Seattle","47.62208922","-122.35465416","1"
"PR0090639","Emerald City Smoothie","13510 AURORA AVE N","Seattle","47.72744","-122.34394","1"
"PR0088347","EMERALD CITY SMOOTHIE","17139 SOUTHCENTER PKWY","TUKWILA","47.44978763","-122.26330816","1"
"PR0080953","EMERALD CITY SMOOTHIE","715 N LANDING WAY","RENTON","47.49603346","-122.20634207","1"
"PR0090167","EMERALD CITY SMOOTHIE","23862 SE KENT KANGLEY RD","MAPLE VALLEY","47.36179564","-122.02331683","2"
"PR0079335","EMERALD CITY SMOOTHIE","1313 W MEEKER ST","KENT","47.3818278282","-122.2503684987","2"
"PR0080982","EMERALD CITY SMOOTHIE","1835 QUEEN ANNE AVE N","SEATTLE","47.63582621","-122.35749033","1"
"PR0070898","EMERALD CITY SMOOTHIE","1118 OUTLET COLLECTION WAY 103","AUBURN","47.2962633619","-122.2455594996","1"
"PR0077092","EMERALD CITY SMOOTHIE","1275 N 205TH ST ","SHORELINE","47.7776239256","-122.343651593","1"
"PR0084833","EMERALD CITY SMOOTHIE","650 228TH AVE NE","SAMMAMISH","47.61576606","-122.03503534","3"
"PR0028114","EMERALD CITY SMOOTHIE","428 BROADWAY E","SEATTLE","47.6223304612","-122.3206682786","3"
"PR0081078","EMERALD CITY SMOOTHIE","1620 BROADWAY AVE","SEATTLE","47.61592268","-122.32041387","2"
"PR0084628","EMERALD CITY SMOOTHIE","1480 NW GILMAN BL STE L1B","ISSAQUAH","47.54666652","-122.05861244","1"
"PR0085451","EMERALD CITY SMOOTHIE","318 CENTRAL WAY","KIRKLAND","47.67807052","-122.20193427","1"
"PR0090665","EMERALD CITY SMOOTHIE","5712 E LAKE SAMMAMISH PKWY SE STE 103","ISSAQUAH","47.55039","-122.03986","2"
"PR0066851","EMERALD CITY SMOOTHIE","126 SW 148TH ST ","BURIEN","47.471105185","-122.337026922","1"
"PR0092086","EMERALD CITY SMOOTHIE","1029 106TH AVE NE","Bellevue","47.61968718","-122.19972491","1"
"PR0083440","EMERALD CITY SMOOTHIE","16717 REDMOND WAY #120","REDMOND","47.6724344","-122.11730385","1"
"PR0083020","EMERALD CITY SMOOTHIE","21024 84TH AVE S","KENT","47.41303772","-122.22731361","2"
"PR0088583","EMERALD CITY SMOOTHIE","2020 S 320TH ST","FEDERAL WAY","47.3161345","-122.30706691","1"
"PR0082581","EMERALD CITY SMOOTHIE","12321 120th PL NE","KIRKLAND","47.70869869","-122.17935411","2"
"PR0092302","EMERALD CITY SMOOTHIE- GREEN LAKE","7301 WOODLAWN AVE NE","SEATTLE","47.68118824","-122.32540756","1"
"PR0092646","Emerald City Smoothies","17017 SE 270th PL STE C-113","Covington","47.35887726","-122.1139289","1"
"PR0069460","EMERALD CITY SMOOTHIE - TWIN LAKES","2150 SW 336TH ST STE D2","FEDERAL WAY","47.3008544955","-122.3617076841","1"
"PR0042828","EMERALD CITY SMOOTHIE - WOODINVILLE","14027 NE WOODINVILLE-DUVALL RD ","Woodinville","47.7531922761","-122.1511223935","2"
"PR0046520","EMERALD DOWNS","2300 RON CROCKETT DR","AUBURN","47.3282013924","-122.2375063814","1"
"PR0046524","EMERALD DOWNS","2300 RON CROCKETT DR","AUBURN","47.3282013924","-122.2375063814","1"
"PR0091913","EMERALD DOWNS","2300 RON CROCKETT DR","AUBURN","47.3282013924","-122.2375063814","1"
"PR0046516","EMERALD DOWNS","2300 RON CROCKETT DR","AUBURN","47.3282013924","-122.2375063814","1"
"PR0087436","EMERALD DOWNS","2300 RON CROCKETT DR","AUBURN","47.3282013924","-122.2375063814","1"
"PR0046522","EMERALD DOWNS","2300 RON CROCKETT DR","AUBURN","47.3282013924","-122.2375063814","3"
"PR0091911","EMERALD DOWNS","2300 RON CROCKETT DR","AUBURN","47.3282013924","-122.2375063814","1"
"PR0046526","EMERALD DOWNS","2300 RON CROCKETT DR","AUBURN","47.3282013924","-122.2375063814","1"
"PR0046514","EMERALD DOWNS","2300 RON CROCKETT DR","AUBURN","47.3282013924","-122.2375063814","1"
"PR0087437","EMERALD DOWNS","2300 RON CROCKETT DR","AUBURN","47.3282013924","-122.2375063814","2"
"PR0091912","EMERALD DOWNS","2300 RON CROCKETT DR","AUBURN","47.3282013924","-122.2375063814","1"
"PR0046529","EMERALD DOWNS","2300 RON CROCKETT DR","AUBURN","47.3282013924","-122.2375063814","1"
"PR0046515","EMERALD DOWNS","2300 RON CROCKETT DR","AUBURN","47.3282013924","-122.2375063814","1"
"PR0086482","EMERALD DOWNS","2300 RON CROCKETT DR","AUBURN","47.3282013924","-122.2375063814","2"
"PR0047160","EMERALD DOWNS","2300 RON CROCKETT DR","AUBURN","47.3282013924","-122.2375063814","1"
"PR0046527","EMERALD DOWNS","2300 RON CROCKETT DR","AUBURN","47.3282013924","-122.2375063814","1"
"PR0087438","EMERALD DOWNS","2300 RON CROCKETT DR","AUBURN","47.3282013924","-122.2375063814","1"
"PR0046513","EMERALD DOWNS","2300 RON CROCKETT DR","AUBURN","47.3282013924","-122.2375063814","1"
"PR0046523","EMERALD DOWNS","2300 RON CROCKETT DR","AUBURN","47.3282013924","-122.2375063814","1"
"PR0006391","EMERALD GARDEN","11842 98TH AVE NE ","Kirkland","47.7067317304","-122.2097896627","1"
"PR0004876","EMERALD THAI II","27227 PACIFIC HWY S ","FEDERAL WAY","47.3571063031","-122.3104283676","2"
"PR0086226","EMMA'S BBQ","5303 RAINIER AVE S STE B","SEATTLE","47.5535399","-122.28046422","2"
"PR0015330","EMMETT WATSON'S OYSTER BAR","1916 PIKE PL","SEATTLE","47.6096662956","-122.3425953737","1"
"PR0092607","Empanadas El Pachi LLC","4332 Leary WAY NW","SEATTLE","47.65981059","-122.36522735","1"
"PR0083356","EMPIRE COFFEE","19865 1ST AVE S # 301","NORMANDY PARK","47.42442592","-122.33643998","1"
"PR0076982","EMPIRE ESPRESSO, LLC","3829A S EDMUNDS ST","SEATTLE","47.5583959927","-122.2841444081","1"
"PR0049355","ENAT ETHIOPIAN RESTAURANT","11546 15TH AVE NE ","Seattle","47.7136499801","-122.3121045046","2"
"PR0088298","ENAT SOUK","14616 15TH AVE NE","SHORELINE","47.73553974","-122.31239562","1"
"PR0081938","ENAT SOUK DELI","11546 15TH AVE NE","SEATTLE","47.71365179","-122.31210323","1"
"PR0055240","ENCHANTED PARKWAY CHEVRON","1712 S 356TH ST ","FEDERAL WAY","47.2830754043","-122.3123265671","1"
"PR0067473","ENCHANTED VILLAGE & WILD WAVES","36201 ENCHANTED PKWY S ","FEDERAL WAY","47.2732291014","-122.3126483131","1"
"PR0067480","ENCHANTED VILLAGE & WILD WAVES","36201 ENCHANTED PKWY S ","FEDERAL WAY","47.2732291014","-122.3126483131","1"
"PR0070792","ENCHANTED VILLAGE & WILD WAVES","36201 ENCHANTED PKWY S ","FEDERAL WAY","47.2732291014","-122.3126483131","3"
"PR0010290","ENCHANTED VILLAGE & WILD WAVES","36201 ENCHANTED PKWY S ","FEDERAL WAY","47.2732291014","-122.3126483131","1"
"PR0070115","ENCHANTED VILLAGE & WILD WAVES","36201 ENCHANTED PKWY S ","FEDERAL WAY","47.2732291014","-122.3126483131","1"
"PR0004486","ENCHANTED VILLAGE & WILD WAVES","36201 ENCHANTED PKWY S ","FEDERAL WAY","47.2732291014","-122.3126483131","1"
"PR0076253","ENCHANTED VILLAGE & WILD WAVES","36201 ENCHANTED PKWY S ","FEDERAL WAY","47.2732291014","-122.3126483131","2"
"PR0087567","ENCHANTED VILLAGE & WILD WAVES","36201 ENCHANTED PKWY S ","FEDERAL WAY","47.2732291014","-122.3126483131","1"
"PR0016253","ENCHANTED VILLAGE & WILD WAVES","36201 ENCHANTED PKWY S ","FEDERAL WAY","47.2732291014","-122.3126483131","1"
"PR0018235","ENCHANTED VILLAGE & WILD WAVES","36201 ENCHANTED PKWY S ","FEDERAL WAY","47.2732291014","-122.3126483131","2"
"PR0087569","ENCHANTED VILLAGE & WILD WAVES","36201 ENCHANTED PKWY S ","FEDERAL WAY","47.2732291014","-122.3126483131","1"
"PR0004489","ENCHANTED VILLAGE & WILD WAVES","36201 ENCHANTED PKWY S ","FEDERAL WAY","47.2732291014","-122.3126483131","1"
"PR0008852","ENCHANTED VILLAGE & WILD WAVES","36201 ENCHANTED PKWY S ","FEDERAL WAY","47.2732291014","-122.3126483131","1"
"PR0010291","ENCHANTED VILLAGE & WILD WAVES","36201 ENCHANTED PKWY S ","FEDERAL WAY","47.2732291014","-122.3126483131","1"
"PR0087568","ENCHANTED VILLAGE & WILD WAVES","36201 ENCHANTED PKWY S ","FEDERAL WAY","47.2732291014","-122.3126483131","1"
"PR0010733","ENCHANTED VILLAGE & WILD WAVES","36201 ENCHANTED PKWY S ","FEDERAL WAY","47.2732291014","-122.3126483131","1"
"PR0067481","ENCHANTED VILLAGE & WILD WAVES","36201 ENCHANTED PKWY S ","FEDERAL WAY","47.2732291014","-122.3126483131","2"
"PR0017367","ENCHANTED VILLAGE & WILD WAVES","36201 ENCHANTED PKWY S ","FEDERAL WAY","47.2732291014","-122.3126483131","1"
"PR0088722","ENCORE CIDER LLC; MS BADER LLC; T2 CELLAR LLC","2960 4TH AVE S 109","SEATTLE","47.57626069","-122.32794823","1"
"PR0002783","ENDOLYNE JOE'S","9261 45TH AVE SW ","SEATTLE","47.5205380788","-122.3904400014","2"
"PR0077397","ENGIMONO RAMEN & DIM SUM","1426 S 324TH ST STE B201","FEDERAL WAY","47.3118310697","-122.3151473328","1"
"PR0025847","ENJOY TERIYAKI","1222 BRONSON WAY N #135","RENTON","47.4833910086","-122.2012879358","1"
"PR0087657","ENJOY THE BEST ANTOJITOS","202 W GOWE ST STE C","KENT","47.45128752","-122.25652555","2"
"PR0091332","ENOJAMBRE KITCHEN, LLC","1525 13TH AVE","Seattle","47.61492808","-122.31589798","2"
"PR0005411","ENUMCLAW GOLF COURSE CAFE","45220 288TH AVE SE ","Enumclaw","47.1952761089","-121.9582972622","2"
"PR0089946","ENUMCLAW JUNCTION","358 RAINIER AVE","ENUMCLAW","47.20054188","-121.98284084","1"
"PR0041903","ENUMCLAW SUBS LLC","235 ROOSEVELT AVE STE C","ENUMCLAW","47.1998999034","-121.9811106274","2"
"PR0023234","ENZO'S BISTRO & BAR","120 NW GILMAN BL ","Issaquah","47.5397545998","-122.0380161773","2"
"PR0090663","EPHESUS CAFE & GELATO","17401 133RD AVE NE UNIT B119","WOODINVILLE","47.7533","-122.16278","2"
"PR0090834","EPICUREFOODS LLC","19600 144TH AVE NE","WOODINVILLE","47.77008","-122.1455","1"
"PR0081879","EQUES","900 BELLEVUE WAY","BELLEVUE","47.6017254876","-122.200549669","2"
"PR0087450","ERIC GORBMAN CATERING","6800 35TH AVE NE","SEATTLE","47.57692","-122.20391","1"
"PR0005092","ERNIE'S FUEL STOPS","33101 PACIFIC HWY S ","Federal Way","47.3051837332","-122.3136498094","1"
"PR0020324","ERNIE'S FUEL STOPS, LLC","22018 84TH AVE S","Kent","47.4068831448","-122.2277512688","1"
"PR0029912","ESPRESSO BY DESIGN","511 S MEAD ST ","Seattle","47.5509566017","-122.3279080766","2"
"PR0066553","ESPRESSO CAFFE DIOR","725 PIKE ST ","SEATTLE","47.6119564973","-122.331728079","3"
"PR0033995","ESPRESSO CHANGE-O","12770 GATEWAY DR","TUKWILA","47.4898430297","-122.2720774296","1"
"PR0043482","ESPRESSO ELEGANCE","122 ELLIOTT AVE W ","Seattle","47.619279557","-122.3589157403","2"
"PR0077858","ESPRESSO PICOLINO","6415 32ND AVE NW","SEATTLE","47.6754022879","-122.398589459","1"
"PR0067453","ESPRESSO STOP ALGONA","35739 W VALLEY HWY ","ALGONA","47.2802449938","-122.2594466412","1"
"PR0089748","ESPRESSO STOP COFFEE BAR, LLC","1325 COLE ST","ENUMCLAW","47.20156132","-121.99165597","2"
"PR0056797","ESPRESSO STOP ENUMCLAW,  LLC","920 ROOSEVELT AVE ","Enumclaw","47.1985991972","-121.9897829021","1"
"PR0090414","ESPRESSO STOP FRONT STREET, LLC","618 FRONT ST N","ISSAQUAH","47.53588159","-122.03619794","1"
"PR0063291","ESPRESSO STOP KENT","18010 E VALLEY HWY ","KENT","47.4411636346","-122.2453092618","1"
"PR0063739","ESPRESSO STOP TUKWILA","14415 TUKWILA INTERNATIONAL BL","TUKWILA","47.4741070657","-122.284645015","1"
"PR0072217","ESPRESSO VIVACE ROASTERIA","227 YALE AVE N","SEATTLE","47.6200311298","-122.3306894592","1"
"PR0068019","ESPRESSO WORKS","19305 55TH AVE NE ","LAKE FOREST PARK","47.7688278031","-122.2691676765","3"
"PR0089788","ESR COMMISSARY SODO","4001 1st AVE S","seattle","47.56715767","-122.33470938","1"
"PR0077853","ESTERS ENOTECA","3416 FREMONT AVE N","SEATTLE","47.6501871143","-122.349583452","1"
"PR0085007","ETA BETA CORPORATION","4540 17TH AVE NE","SEATTLE","47.66244108","-122.30917788","2"
"PR0067418","ETHIOBLUE LLC","815 PIKE ST ","SEATTLE","47.6120300779","-122.3319232011","2"
"PR0082641","ETHIO MARKET","8432 RAINIER AVE S","SEATTLE","47.52703025","-122.26964894","1"
"PR0008793","ETTA'S SEAFOOD","2020 WESTERN AVE ","Seattle","47.6108090135","-122.3437724236","1"
"PR0068973","EURASIA DELI HOUSE","25650 102 PL SE ","KENT","47.3721699073","-122.2044334366","2"
"PR0083561","EUREKA","2614 NE 46TH ST","SEATTLE","47.661897","-122.29912","1"
"PR0082106","EUREST DINING","22833 SE BLACK NUGGET RD #140","ISSAQUAH","47.54675344","-122.0346305","1"
"PR0065376","EUREST DINING SERVICES - SIEMENS","22010 SE 51ST ST ","ISSAQUAH","47.5569923171","-122.0482967988","2"
"PR0082450","EURO DELI LAKOMKA","20011 AURORA AVE N","SHORELINE","47.77452815","-122.34643294","1"
"PR0087120","EURO FOOD & DELI","113 49TH ST NE","AUBURN","47.35140853","-122.22789073","1"
"PR0080817","EURO FOOD & DELI","1505 S 344th ST","FEDERAL WAY","47.2933109816","-122.3584177185","1"
"PR0069358","EUROPA","29030 216TH AVE SE","BLACK DIAMOND","47.3412479715","-122.0534967952","1"
"PR0011401","EUROPA EVENTS","401 2ND AVE S ","SEATTLE","47.5987540753","-122.3320185231","2"
"PR0051335","EUROPEAN FOODS","13520 AURORA AVE N ","SEATTLE","47.7274869751","-122.3445642849","1"
"PR0070102","EUROPEAN GROCERY","900 160TH AVE NE","BELLEVUE","47.6178770239","-122.1272039983","3"
"PR0077159","EURO SLICE DELI","720 LIND AVE SW ","RENTON","47.4731682919","-122.2225749667","1"
"PR0011213","EVANGADI ETHIOPIAN MARKET AND RESTAURANT","9050 RAINIER AVE S ","SEATTLE","47.5220137614","-122.2697407166","2"
"PR0092483","Eva's Wild KC1167","4634 E MARGINAL WAY S","SEATTLE","47.56120656","-122.3387189","1"
"PR0091300","EVEGREENS, INC","3560 FACTORIA BL SE STE C","BELLEVUE","47.57839363","-122.16731719","1"
"PR0091287","Evercurrent, LLC","1525 13TH AVE STE K104","SEATTLE","47.61493","-122.3159","1"
"PR0090076","EVERGREEN BLENDZ COFFEE","11811 NE 128th ST UNIT D","KIRKLAND","47.71453525","-122.1835454","1"
"PR0085373","EVERGREENS","4609 VILLAGE TER NE","SEATTLE","47.662003","-122.298657","1"
"PR0088166","EVERGREENS","17801 INTERNATIONAL BL","SEATAC","47.44357","-122.303411","1"
"PR0087807","EVERGREENS - BELLEVUE FOURTH STREET","10503 NE 4TH ST #201","BELLEVUE","47.613595","-122.199746","2"
"PR0087001","EVERGREENS (FREMONT)","738 N 34TH ST","SEATTLE","47.64950643","-122.34815733","1"
"PR0088139","EVERGREENS, INC","1430 2ND AVE #2","SEATTLE","47.6091","-122.33837","1"
"PR0087479","EVERGREENS, INC","600 UNIVERSITY ST #114","SEATTLE","47.60966851","-122.33229013","1"
"PR0087572","EVERGREENS PIONEER SQUARE","106 1ST AVE S","SEATTLE","47.60136499","-122.33378314","1"
"PR0086352","EVERGREENS SALAD","1091 THOMAS ST","SEATTLE","47.62061312","-122.33619876","1"
"PR0086227","EVERGREENS SALADS","2070 6TH AVE","SEATTLE","47.61525746","-122.33909315","1"
"PR0088164","EVERGREENS SALADS COLUMBIA CENTER","701 5TH AVE STE 212","SEATTLE","47.60435","-122.33068","1"
"PR0087712","EVOKE ESPRESSO LLC","234 9TH AVE N","SEATTLE","47.6199756","-122.3416677","1"
"PR0092463","EX-FILES","1200 S 324TH ST","FEDERAL WAY","47.3120488","-122.31752869","1"
"PR0092247","Exhibit Coffee LLC","83 S King ST STE 100","Seattle","47.59815187","-122.33504262","1"
"PR0088493","EXIT 5 KOREAN BBQ","911 N 10TH PL","RENTON","47.49842458","-122.20288905","1"
"PR0089103","EXPEDIA GROUP FOOD SERVICES","1111 EXPEDIA GROUP WAY W","SEATTLE","47.63091","-122.37711","1"
"PR0088866","EXPEDIA INC","1111 EXPEDIA GROUP WAY W","SEATTLE","47.62831","-122.37442","1"
"PR0088870","EXPEDIA INC","1111 EXPEDIA GROUP WAY W","SEATTLE","47.62831","-122.37442","1"
"PR0088867","EXPEDIA INC","1111 EXPEDIA GROUP WAY W","SEATTLE","47.62831","-122.37442","1"
"PR0088869","EXPEDIA INC","1111 EXPEDIA GROUP WAY W","SEATTLE","47.62831","-122.37442","1"
"PR0088864","EXPEDIA INC","1111 EXPEDIA GROUP WAY W","SEATTLE","47.62831","-122.37442","1"
"PR0088868","EXPEDIA INC","1111 EXPEDIA GROUP WAY W","SEATTLE","47.62831","-122.37442","1"
